nr,name,jahr,studierende_fh
05958,Hochsauerlandkreis,1999,0
05958,Hochsauerlandkreis,2000,0
05958,Hochsauerlandkreis,2001,0
05958,Hochsauerlandkreis,2002,0
05958,Hochsauerlandkreis,2003,3
05958,Hochsauerlandkreis,2004,3.2
05958,Hochsauerlandkreis,2005,3.7
05958,Hochsauerlandkreis,2006,4
05958,Hochsauerlandkreis,2007,5.6
05958,Hochsauerlandkreis,2008,7.4
05958,Hochsauerlandkreis,2009,8.5
05958,Hochsauerlandkreis,2010,9.7
05958,Hochsauerlandkreis,2011,12.6
05958,Hochsauerlandkreis,2012,15.4
05958,Hochsauerlandkreis,2013,17
05958,Hochsauerlandkreis,2014,19
05958,Hochsauerlandkreis,2015,20.2
05958,Hochsauerlandkreis,2016,20.5
05958,Hochsauerlandkreis,2017,19.7
05962,Märkischer Kreis,1998,2.1
05962,Märkischer Kreis,1999,1.7
05962,Märkischer Kreis,2000,1.9
05962,Märkischer Kreis,2001,2.4
05962,Märkischer Kreis,2002,3.1
05962,Märkischer Kreis,2003,3.5
05962,Märkischer Kreis,2004,4.2
05962,Märkischer Kreis,2005,4.7
05962,Märkischer Kreis,2006,5.5
05962,Märkischer Kreis,2007,6.1
05962,Märkischer Kreis,2008,6.5
05962,Märkischer Kreis,2009,6.9
05962,Märkischer Kreis,2010,7.1
05962,Märkischer Kreis,2011,8.6
05962,Märkischer Kreis,2012,9.3
05962,Märkischer Kreis,2013,10
05962,Märkischer Kreis,2014,10.9
05962,Märkischer Kreis,2015,10.9
05962,Märkischer Kreis,2016,11.1
05962,Märkischer Kreis,2017,9
05966,Olpe,1998,0
05966,Olpe,1999,0
05966,Olpe,2000,0
05966,Olpe,2001,0
05966,Olpe,2002,0
05966,Olpe,2003,0
05966,Olpe,2004,0
05966,Olpe,2005,0
05966,Olpe,2006,0
05966,Olpe,2007,0
05966,Olpe,2008,0
05966,Olpe,2009,0
05966,Olpe,2010,0
05966,Olpe,2011,0
05966,Olpe,2012,0
05966,Olpe,2013,0
05966,Olpe,2014,0
05966,Olpe,2015,0
05966,Olpe,2016,0
05966,Olpe,2017,0
05970,Siegen-Wittgenstein,1998,0
05970,Siegen-Wittgenstein,1999,0
05970,Siegen-Wittgenstein,2000,0
05970,Siegen-Wittgenstein,2001,0.1
05970,Siegen-Wittgenstein,2002,0.3
05970,Siegen-Wittgenstein,2003,0.4
05970,Siegen-Wittgenstein,2004,0.6
05970,Siegen-Wittgenstein,2005,0.7
05970,Siegen-Wittgenstein,2006,0.8
05970,Siegen-Wittgenstein,2007,0.8
05970,Siegen-Wittgenstein,2008,1
05970,Siegen-Wittgenstein,2009,1
05970,Siegen-Wittgenstein,2010,1
05970,Siegen-Wittgenstein,2011,1.1
05970,Siegen-Wittgenstein,2012,1.3
05970,Siegen-Wittgenstein,2013,1.5
05970,Siegen-Wittgenstein,2014,1.6
05970,Siegen-Wittgenstein,2015,2
05970,Siegen-Wittgenstein,2016,2.1
05970,Siegen-Wittgenstein,2017,2.4
05974,Soest,1998,0
05974,Soest,1999,0
05974,Soest,2000,0
05974,Soest,2001,0
05974,Soest,2002,0
05974,Soest,2003,4.1
05974,Soest,2004,4.5
05974,Soest,2005,5.3
05974,Soest,2006,5.8
05974,Soest,2007,5.9
05974,Soest,2008,5.9
05974,Soest,2009,6.7
05974,Soest,2010,7.5
05974,Soest,2011,9.5
05974,Soest,2012,11.3
05974,Soest,2013,12.7
05974,Soest,2014,14.2
05974,Soest,2015,16.4
05974,Soest,2016,17.8
05974,Soest,2017,19.4
05978,Unna,1998,0
05978,Unna,1999,0
05978,Unna,2000,0
05978,Unna,2001,0
05978,Unna,2002,0
05978,Unna,2003,0
05978,Unna,2004,0
05978,Unna,2005,0
05978,Unna,2006,0
05978,Unna,2007,0
05978,Unna,2008,0
05978,Unna,2009,0
05978,Unna,2010,0
05978,Unna,2011,0.1
05978,Unna,2012,0.3
05978,Unna,2013,0.6
05978,Unna,2014,0.8
05978,Unna,2015,0.9
05978,Unna,2016,0.9
05978,Unna,2017,0.9
06411,"Darmstadt, Stadt",1998,63.3
06411,"Darmstadt, Stadt",1999,66.1
06411,"Darmstadt, Stadt",2000,70.8
06411,"Darmstadt, Stadt",2001,73.7
06411,"Darmstadt, Stadt",2002,80.2
06411,"Darmstadt, Stadt",2003,86.7
06411,"Darmstadt, Stadt",2004,84.1
06411,"Darmstadt, Stadt",2005,87.2
06411,"Darmstadt, Stadt",2006,86.1
06411,"Darmstadt, Stadt",2007,85.9
06411,"Darmstadt, Stadt",2008,95.3
06411,"Darmstadt, Stadt",2009,104.2
06411,"Darmstadt, Stadt",2010,110
06411,"Darmstadt, Stadt",2011,118.1
06411,"Darmstadt, Stadt",2012,121.2
06411,"Darmstadt, Stadt",2013,123.9
06411,"Darmstadt, Stadt",2014,129.9
06411,"Darmstadt, Stadt",2015,130.8
06411,"Darmstadt, Stadt",2016,129.3
06411,"Darmstadt, Stadt",2017,128.3
06412,"Frankfurt am Main, Stadt",1998,15.1
06412,"Frankfurt am Main, Stadt",1999,14.9
06412,"Frankfurt am Main, Stadt",2000,14.7
06412,"Frankfurt am Main, Stadt",2001,14.7
06412,"Frankfurt am Main, Stadt",2002,15
06412,"Frankfurt am Main, Stadt",2003,15.6
06412,"Frankfurt am Main, Stadt",2004,13.6
06412,"Frankfurt am Main, Stadt",2005,13.9
06412,"Frankfurt am Main, Stadt",2006,14
06412,"Frankfurt am Main, Stadt",2007,12.4
06412,"Frankfurt am Main, Stadt",2008,14
06412,"Frankfurt am Main, Stadt",2009,15
06412,"Frankfurt am Main, Stadt",2010,15.6
06412,"Frankfurt am Main, Stadt",2011,16.6
06412,"Frankfurt am Main, Stadt",2012,16.8
06412,"Frankfurt am Main, Stadt",2013,18
06412,"Frankfurt am Main, Stadt",2014,19.3
06412,"Frankfurt am Main, Stadt",2015,20.5
06412,"Frankfurt am Main, Stadt",2016,21.6
06412,"Frankfurt am Main, Stadt",2017,28.4
06413,"Offenbach am Main, Stadt",1998,0
06413,"Offenbach am Main, Stadt",1999,0
06413,"Offenbach am Main, Stadt",2000,0
06413,"Offenbach am Main, Stadt",2001,0
06413,"Offenbach am Main, Stadt",2002,0
06413,"Offenbach am Main, Stadt",2003,0
06413,"Offenbach am Main, Stadt",2004,0
06413,"Offenbach am Main, Stadt",2005,0
06413,"Offenbach am Main, Stadt",2006,0
06413,"Offenbach am Main, Stadt",2007,0
06413,"Offenbach am Main, Stadt",2008,0
06413,"Offenbach am Main, Stadt",2009,0
06413,"Offenbach am Main, Stadt",2010,0
06413,"Offenbach am Main, Stadt",2011,0
06413,"Offenbach am Main, Stadt",2012,0
06413,"Offenbach am Main, Stadt",2013,0
06413,"Offenbach am Main, Stadt",2014,0
06413,"Offenbach am Main, Stadt",2015,0
06413,"Offenbach am Main, Stadt",2016,0
06413,"Offenbach am Main, Stadt",2017,0
06414,"Wiesbaden, Stadt",1998,17.9
06414,"Wiesbaden, Stadt",1999,18.8
06414,"Wiesbaden, Stadt",2000,19.7
06414,"Wiesbaden, Stadt",2001,19.9
06414,"Wiesbaden, Stadt",2002,20.4
06414,"Wiesbaden, Stadt",2003,20.6
06414,"Wiesbaden, Stadt",2004,18.1
06414,"Wiesbaden, Stadt",2005,17.9
06414,"Wiesbaden, Stadt",2006,17.9
06414,"Wiesbaden, Stadt",2007,16
06414,"Wiesbaden, Stadt",2008,18.4
06414,"Wiesbaden, Stadt",2009,19.4
06414,"Wiesbaden, Stadt",2010,20.9
06414,"Wiesbaden, Stadt",2011,22.6
06414,"Wiesbaden, Stadt",2012,22.7
06414,"Wiesbaden, Stadt",2013,27.7
06414,"Wiesbaden, Stadt",2014,29.8
06414,"Wiesbaden, Stadt",2015,31.6
06414,"Wiesbaden, Stadt",2016,33.9
06414,"Wiesbaden, Stadt",2017,34.1
06431,Bergstraße,1998,0
06431,Bergstraße,1999,0
06431,Bergstraße,2000,0
06431,Bergstraße,2001,0
06431,Bergstraße,2002,0
06431,Bergstraße,2003,0
06431,Bergstraße,2004,0
06431,Bergstraße,2005,0
06431,Bergstraße,2006,0
06431,Bergstraße,2007,0
06431,Bergstraße,2008,0
06431,Bergstraße,2009,0
06431,Bergstraße,2010,0
06431,Bergstraße,2011,0
06431,Bergstraße,2012,0
06431,Bergstraße,2013,0
06431,Bergstraße,2014,0
06431,Bergstraße,2015,0
06431,Bergstraße,2016,0
06431,Bergstraße,2017,0
06432,Darmstadt-Dieburg,1998,1.7
06432,Darmstadt-Dieburg,1999,1.8
06432,Darmstadt-Dieburg,2000,1.8
06432,Darmstadt-Dieburg,2001,3.3
06432,Darmstadt-Dieburg,2002,5
06432,Darmstadt-Dieburg,2003,5.6
06432,Darmstadt-Dieburg,2004,6
06432,Darmstadt-Dieburg,2005,6.7
06432,Darmstadt-Dieburg,2006,6.7
06432,Darmstadt-Dieburg,2007,5.8
06432,Darmstadt-Dieburg,2008,6.2
06432,Darmstadt-Dieburg,2009,6.9
06432,Darmstadt-Dieburg,2010,6.9
06432,Darmstadt-Dieburg,2011,7.6
06432,Darmstadt-Dieburg,2012,8.2
06432,Darmstadt-Dieburg,2013,9
06432,Darmstadt-Dieburg,2014,9.7
06432,Darmstadt-Dieburg,2015,10
06432,Darmstadt-Dieburg,2016,10.8
06432,Darmstadt-Dieburg,2017,12
06433,Groß-Gerau,1998,7.9
06433,Groß-Gerau,1999,8.1
06433,Groß-Gerau,2000,8
06433,Groß-Gerau,2001,8.1
06433,Groß-Gerau,2002,8.8
06433,Groß-Gerau,2003,9.7
06433,Groß-Gerau,2004,9.1
06433,Groß-Gerau,2005,9.9
06433,Groß-Gerau,2006,10.5
06433,Groß-Gerau,2007,10
06433,Groß-Gerau,2008,10.3
06433,Groß-Gerau,2009,11.2
06433,Groß-Gerau,2010,11.6
06433,Groß-Gerau,2011,11.7
06433,Groß-Gerau,2012,11.7
06433,Groß-Gerau,2013,12.1
06433,Groß-Gerau,2014,12.6
06433,Groß-Gerau,2015,12.5
06433,Groß-Gerau,2016,12.7
06433,Groß-Gerau,2017,13.4
06434,Hochtaunuskreis,1998,0
06434,Hochtaunuskreis,1999,0
06434,Hochtaunuskreis,2000,0
06434,Hochtaunuskreis,2001,0
06434,Hochtaunuskreis,2002,0
06434,Hochtaunuskreis,2003,0
06434,Hochtaunuskreis,2004,0
06434,Hochtaunuskreis,2005,0.5
06434,Hochtaunuskreis,2006,0.9
06434,Hochtaunuskreis,2007,1.3
06434,Hochtaunuskreis,2008,2
06434,Hochtaunuskreis,2009,2.1
06434,Hochtaunuskreis,2010,2.2
06434,Hochtaunuskreis,2011,2.2
06434,Hochtaunuskreis,2012,2.4
06434,Hochtaunuskreis,2013,2.3
06434,Hochtaunuskreis,2014,2.4
06434,Hochtaunuskreis,2015,2.5
06434,Hochtaunuskreis,2016,2.3
06434,Hochtaunuskreis,2017,2.3
06435,Main-Kinzig-Kreis,1998,0
06435,Main-Kinzig-Kreis,1999,0
06435,Main-Kinzig-Kreis,2000,0
06435,Main-Kinzig-Kreis,2001,0
06435,Main-Kinzig-Kreis,2002,0
06435,Main-Kinzig-Kreis,2003,0
06435,Main-Kinzig-Kreis,2004,0
06435,Main-Kinzig-Kreis,2005,0
06435,Main-Kinzig-Kreis,2006,0
06435,Main-Kinzig-Kreis,2007,0
06435,Main-Kinzig-Kreis,2008,0
06435,Main-Kinzig-Kreis,2009,0
06435,Main-Kinzig-Kreis,2010,0
06435,Main-Kinzig-Kreis,2011,0
06435,Main-Kinzig-Kreis,2012,0
06435,Main-Kinzig-Kreis,2013,0
06435,Main-Kinzig-Kreis,2014,0
06435,Main-Kinzig-Kreis,2015,0
06435,Main-Kinzig-Kreis,2016,0
06435,Main-Kinzig-Kreis,2017,0
06436,Main-Taunus-Kreis,1998,0
06436,Main-Taunus-Kreis,1999,0
06436,Main-Taunus-Kreis,2000,0
06436,Main-Taunus-Kreis,2001,0
06436,Main-Taunus-Kreis,2002,0
06436,Main-Taunus-Kreis,2003,0
06436,Main-Taunus-Kreis,2004,0
06436,Main-Taunus-Kreis,2005,0
06436,Main-Taunus-Kreis,2006,0
06436,Main-Taunus-Kreis,2007,0
06436,Main-Taunus-Kreis,2008,0
06436,Main-Taunus-Kreis,2009,0
06436,Main-Taunus-Kreis,2010,0
06436,Main-Taunus-Kreis,2011,0
06436,Main-Taunus-Kreis,2012,0
06436,Main-Taunus-Kreis,2013,0
06436,Main-Taunus-Kreis,2014,0
06436,Main-Taunus-Kreis,2015,0
06436,Main-Taunus-Kreis,2016,0
06436,Main-Taunus-Kreis,2017,0
06437,Odenwaldkreis,1998,0
06437,Odenwaldkreis,1999,0
06437,Odenwaldkreis,2000,0
06437,Odenwaldkreis,2001,0
06437,Odenwaldkreis,2002,0
06437,Odenwaldkreis,2003,0
06437,Odenwaldkreis,2004,0
06437,Odenwaldkreis,2005,0
06437,Odenwaldkreis,2006,0
06437,Odenwaldkreis,2007,0
06437,Odenwaldkreis,2008,0
06437,Odenwaldkreis,2009,0
06437,Odenwaldkreis,2010,0
06437,Odenwaldkreis,2011,0
06437,Odenwaldkreis,2012,0
06437,Odenwaldkreis,2013,0
06437,Odenwaldkreis,2014,0
06437,Odenwaldkreis,2015,0
06437,Odenwaldkreis,2016,0
06437,Odenwaldkreis,2017,0
06438,Offenbach,1998,0
06438,Offenbach,1999,0
06438,Offenbach,2000,0
06438,Offenbach,2001,0
06438,Offenbach,2002,0
06438,Offenbach,2003,0
06438,Offenbach,2004,0
06438,Offenbach,2005,0
06438,Offenbach,2006,0
06438,Offenbach,2007,0
06438,Offenbach,2008,0
06438,Offenbach,2009,0
06438,Offenbach,2010,0
06438,Offenbach,2011,0
06438,Offenbach,2012,0
06438,Offenbach,2013,0
06438,Offenbach,2014,0
06438,Offenbach,2015,0
06438,Offenbach,2016,0
06438,Offenbach,2017,0
06439,Rheingau-Taunus-Kreis,1998,5.1
06439,Rheingau-Taunus-Kreis,1999,5.2
06439,Rheingau-Taunus-Kreis,2000,5.9
06439,Rheingau-Taunus-Kreis,2001,6.3
06439,Rheingau-Taunus-Kreis,2002,6.9
06439,Rheingau-Taunus-Kreis,2003,8
06439,Rheingau-Taunus-Kreis,2004,9.3
06439,Rheingau-Taunus-Kreis,2005,10
06439,Rheingau-Taunus-Kreis,2006,11.2
06439,Rheingau-Taunus-Kreis,2007,11.1
06439,Rheingau-Taunus-Kreis,2008,11.8
06439,Rheingau-Taunus-Kreis,2009,13.4
06439,Rheingau-Taunus-Kreis,2010,12.8
06439,Rheingau-Taunus-Kreis,2011,14.3
06439,Rheingau-Taunus-Kreis,2012,15.3
06439,Rheingau-Taunus-Kreis,2013,15.4
06439,Rheingau-Taunus-Kreis,2014,16.6
06439,Rheingau-Taunus-Kreis,2015,17.5
06439,Rheingau-Taunus-Kreis,2016,18.6
06439,Rheingau-Taunus-Kreis,2017,18.5
06440,Wetteraukreis,1998,5.4
06440,Wetteraukreis,1999,5.8
06440,Wetteraukreis,2000,6.6
06440,Wetteraukreis,2001,8
06440,Wetteraukreis,2002,9.4
06440,Wetteraukreis,2003,10.9
06440,Wetteraukreis,2004,11.3
06440,Wetteraukreis,2005,12.6
06440,Wetteraukreis,2006,13.1
06440,Wetteraukreis,2007,12.1
06440,Wetteraukreis,2008,13.5
06440,Wetteraukreis,2009,14.9
06440,Wetteraukreis,2010,15.7
06440,Wetteraukreis,2011,16.1
06440,Wetteraukreis,2012,17.1
06440,Wetteraukreis,2013,17.6
06440,Wetteraukreis,2014,18.6
06440,Wetteraukreis,2015,18.7
06440,Wetteraukreis,2016,19.3
06440,Wetteraukreis,2017,18.9
06531,Gießen,1998,18.6
06531,Gießen,1999,18.2
06531,Gießen,2000,19
06531,Gießen,2001,19.5
06531,Gießen,2002,20.3
06531,Gießen,2003,21.9
06531,Gießen,2004,21.6
06531,Gießen,2005,22.4
06531,Gießen,2006,22.5
06531,Gießen,2007,20.8
06531,Gießen,2008,24.1
06531,Gießen,2009,27.2
06531,Gießen,2010,27
06531,Gießen,2011,28.9
06531,Gießen,2012,30.6
06531,Gießen,2013,32.5
06531,Gießen,2014,33.5
06531,Gießen,2015,34.5
06531,Gießen,2016,37.7
06531,Gießen,2017,40.7
06532,Lahn-Dill-Kreis,1998,0
06532,Lahn-Dill-Kreis,1999,0
06532,Lahn-Dill-Kreis,2000,0
06532,Lahn-Dill-Kreis,2001,0
06532,Lahn-Dill-Kreis,2002,0
06532,Lahn-Dill-Kreis,2003,0
06532,Lahn-Dill-Kreis,2004,0
06532,Lahn-Dill-Kreis,2005,0
06532,Lahn-Dill-Kreis,2006,0
06532,Lahn-Dill-Kreis,2007,0
06532,Lahn-Dill-Kreis,2008,0
06532,Lahn-Dill-Kreis,2009,0
06532,Lahn-Dill-Kreis,2010,2.6
06532,Lahn-Dill-Kreis,2011,3.3
06532,Lahn-Dill-Kreis,2012,4.1
06532,Lahn-Dill-Kreis,2013,4.7
06532,Lahn-Dill-Kreis,2014,4.8
06532,Lahn-Dill-Kreis,2015,4.8
06532,Lahn-Dill-Kreis,2016,4.9
06532,Lahn-Dill-Kreis,2017,5.3
06533,Limburg-Weilburg,1998,0
06533,Limburg-Weilburg,1999,0
06533,Limburg-Weilburg,2000,0
06533,Limburg-Weilburg,2001,0
06533,Limburg-Weilburg,2002,0
06533,Limburg-Weilburg,2003,0
06533,Limburg-Weilburg,2004,0
06533,Limburg-Weilburg,2005,0
06533,Limburg-Weilburg,2006,0
06533,Limburg-Weilburg,2007,0
06533,Limburg-Weilburg,2008,0
06533,Limburg-Weilburg,2009,0
06533,Limburg-Weilburg,2010,0
06533,Limburg-Weilburg,2011,0
06533,Limburg-Weilburg,2012,0
06533,Limburg-Weilburg,2013,0
06533,Limburg-Weilburg,2014,0
06533,Limburg-Weilburg,2015,0
06533,Limburg-Weilburg,2016,0
06533,Limburg-Weilburg,2017,0
06534,Marburg-Biedenkopf,1998,0
06534,Marburg-Biedenkopf,1999,0
06534,Marburg-Biedenkopf,2000,0
06534,Marburg-Biedenkopf,2001,0
06534,Marburg-Biedenkopf,2002,0
06534,Marburg-Biedenkopf,2003,0
06534,Marburg-Biedenkopf,2004,0
06534,Marburg-Biedenkopf,2005,0
06534,Marburg-Biedenkopf,2006,0
06534,Marburg-Biedenkopf,2007,0
06534,Marburg-Biedenkopf,2008,0
06534,Marburg-Biedenkopf,2009,0
06534,Marburg-Biedenkopf,2010,0
06534,Marburg-Biedenkopf,2011,0
06534,Marburg-Biedenkopf,2012,0
06534,Marburg-Biedenkopf,2013,0.1
06534,Marburg-Biedenkopf,2014,0.2
06534,Marburg-Biedenkopf,2015,0.2
06534,Marburg-Biedenkopf,2016,0.4
06534,Marburg-Biedenkopf,2017,0
06535,Vogelsbergkreis,1998,0
06535,Vogelsbergkreis,1999,0
06535,Vogelsbergkreis,2000,0
06535,Vogelsbergkreis,2001,0
06535,Vogelsbergkreis,2002,0
06535,Vogelsbergkreis,2003,0
06535,Vogelsbergkreis,2004,0
06535,Vogelsbergkreis,2005,0
06535,Vogelsbergkreis,2006,0
06535,Vogelsbergkreis,2007,0
06535,Vogelsbergkreis,2008,0
06535,Vogelsbergkreis,2009,0
06535,Vogelsbergkreis,2010,0
06535,Vogelsbergkreis,2011,0
06535,Vogelsbergkreis,2012,0
06535,Vogelsbergkreis,2013,0
06535,Vogelsbergkreis,2014,0
06535,Vogelsbergkreis,2015,0
06535,Vogelsbergkreis,2016,0
06535,Vogelsbergkreis,2017,0
06611,"Kassel, Stadt",1998,0.1
06611,"Kassel, Stadt",1999,0.4
06611,"Kassel, Stadt",2000,0.6
06611,"Kassel, Stadt",2001,1.3
06611,"Kassel, Stadt",2002,3
06611,"Kassel, Stadt",2003,5.6
06611,"Kassel, Stadt",2004,8.7
06611,"Kassel, Stadt",2005,11.1
06611,"Kassel, Stadt",2006,13.3
06611,"Kassel, Stadt",2007,15.7
06611,"Kassel, Stadt",2008,17.2
06611,"Kassel, Stadt",2009,19
06611,"Kassel, Stadt",2010,19.1
06611,"Kassel, Stadt",2011,24
06611,"Kassel, Stadt",2012,18.9
06611,"Kassel, Stadt",2013,20.6
06611,"Kassel, Stadt",2014,22.4
06611,"Kassel, Stadt",2015,22.3
06611,"Kassel, Stadt",2016,25.1
06611,"Kassel, Stadt",2017,27.2
06631,Fulda,1998,16.8
06631,Fulda,1999,17.1
06631,Fulda,2000,17.7
06631,Fulda,2001,17.8
06631,Fulda,2002,18.1
06631,Fulda,2003,19.6
06631,Fulda,2004,19.7
06631,Fulda,2005,20.1
06631,Fulda,2006,20.7
06631,Fulda,2007,18.6
06631,Fulda,2008,21.6
06631,Fulda,2009,23.2
06631,Fulda,2010,25.7
06631,Fulda,2011,27.8
06631,Fulda,2012,30.1
06631,Fulda,2013,32.8
06631,Fulda,2014,34.9
06631,Fulda,2015,36.4
06631,Fulda,2016,38.4
06631,Fulda,2017,39.8
06632,Hersfeld-Rotenburg,1998,0.5
06632,Hersfeld-Rotenburg,1999,0.4
06632,Hersfeld-Rotenburg,2000,0.4
06632,Hersfeld-Rotenburg,2001,0.4
06632,Hersfeld-Rotenburg,2002,0.5
06632,Hersfeld-Rotenburg,2003,0.5
06632,Hersfeld-Rotenburg,2004,0.6
06632,Hersfeld-Rotenburg,2005,0.4
06632,Hersfeld-Rotenburg,2006,0.5
06632,Hersfeld-Rotenburg,2007,0.4
06632,Hersfeld-Rotenburg,2008,0.3
06632,Hersfeld-Rotenburg,2009,0.4
06632,Hersfeld-Rotenburg,2010,0.7
06632,Hersfeld-Rotenburg,2011,1
06632,Hersfeld-Rotenburg,2012,1.3
06632,Hersfeld-Rotenburg,2013,1.6
06632,Hersfeld-Rotenburg,2014,1.8
06632,Hersfeld-Rotenburg,2015,1.8
06632,Hersfeld-Rotenburg,2016,1.9
06632,Hersfeld-Rotenburg,2017,2.2
06633,Kassel,1998,0
06633,Kassel,1999,0
06633,Kassel,2000,0
06633,Kassel,2001,0
06633,Kassel,2002,0
06633,Kassel,2003,0
06633,Kassel,2004,0
06633,Kassel,2005,0
06633,Kassel,2006,0
06633,Kassel,2007,0
06633,Kassel,2008,0
06633,Kassel,2009,0
06633,Kassel,2010,0
06633,Kassel,2011,0
06633,Kassel,2012,0
06633,Kassel,2013,0
06633,Kassel,2014,0
06633,Kassel,2015,0
06633,Kassel,2016,0
06633,Kassel,2017,0
06634,Schwalm-Eder-Kreis,1998,0
06634,Schwalm-Eder-Kreis,1999,0
06634,Schwalm-Eder-Kreis,2000,0
06634,Schwalm-Eder-Kreis,2001,0
06634,Schwalm-Eder-Kreis,2002,0
06634,Schwalm-Eder-Kreis,2003,0
06634,Schwalm-Eder-Kreis,2004,0
06634,Schwalm-Eder-Kreis,2005,0
06634,Schwalm-Eder-Kreis,2006,0
06634,Schwalm-Eder-Kreis,2007,0
06634,Schwalm-Eder-Kreis,2008,0
06634,Schwalm-Eder-Kreis,2009,0
06634,Schwalm-Eder-Kreis,2010,0
06634,Schwalm-Eder-Kreis,2011,0
06634,Schwalm-Eder-Kreis,2012,0
06634,Schwalm-Eder-Kreis,2013,0
06634,Schwalm-Eder-Kreis,2014,0
06634,Schwalm-Eder-Kreis,2015,0
06634,Schwalm-Eder-Kreis,2016,0
06634,Schwalm-Eder-Kreis,2017,1.1
06635,Waldeck-Frankenberg,1998,0
06635,Waldeck-Frankenberg,1999,0
06635,Waldeck-Frankenberg,2000,0
06635,Waldeck-Frankenberg,2001,0
06635,Waldeck-Frankenberg,2002,0
06635,Waldeck-Frankenberg,2003,0
06635,Waldeck-Frankenberg,2004,0
06635,Waldeck-Frankenberg,2005,0
06635,Waldeck-Frankenberg,2006,0
06635,Waldeck-Frankenberg,2007,0
06635,Waldeck-Frankenberg,2008,0
06635,Waldeck-Frankenberg,2009,0
06635,Waldeck-Frankenberg,2010,0
06635,Waldeck-Frankenberg,2011,0
06635,Waldeck-Frankenberg,2012,0
06635,Waldeck-Frankenberg,2013,0
06635,Waldeck-Frankenberg,2014,0
06635,Waldeck-Frankenberg,2015,0
06635,Waldeck-Frankenberg,2016,0
06635,Waldeck-Frankenberg,2017,0
06636,Werra-Meißner-Kreis,1998,0.1
06636,Werra-Meißner-Kreis,1999,0.3
06636,Werra-Meißner-Kreis,2000,0.4
06636,Werra-Meißner-Kreis,2001,0.4
06636,Werra-Meißner-Kreis,2002,0.4
06636,Werra-Meißner-Kreis,2003,1.3
06636,Werra-Meißner-Kreis,2004,1.8
06636,Werra-Meißner-Kreis,2005,3.1
06636,Werra-Meißner-Kreis,2006,4.3
06636,Werra-Meißner-Kreis,2007,4.8
06636,Werra-Meißner-Kreis,2008,4.5
06636,Werra-Meißner-Kreis,2009,4.2
06636,Werra-Meißner-Kreis,2010,3.4
06636,Werra-Meißner-Kreis,2011,3.6
06636,Werra-Meißner-Kreis,2012,1.5
06636,Werra-Meißner-Kreis,2013,4.7
06636,Werra-Meißner-Kreis,2014,6.9
06636,Werra-Meißner-Kreis,2015,7
06636,Werra-Meißner-Kreis,2016,5.7
06636,Werra-Meißner-Kreis,2017,1.4
07111,"Koblenz, Stadt",1998,26.4
07111,"Koblenz, Stadt",1999,26.3
07111,"Koblenz, Stadt",2000,25.9
07111,"Koblenz, Stadt",2001,26.6
07111,"Koblenz, Stadt",2002,26.9
07111,"Koblenz, Stadt",2003,28.6
07111,"Koblenz, Stadt",2004,29.5
07111,"Koblenz, Stadt",2005,31
07111,"Koblenz, Stadt",2006,29.8
07111,"Koblenz, Stadt",2007,29.7
07111,"Koblenz, Stadt",2008,32.6
07111,"Koblenz, Stadt",2009,36.3
07111,"Koblenz, Stadt",2010,38.4
07111,"Koblenz, Stadt",2011,43.5
07111,"Koblenz, Stadt",2012,48.4
07111,"Koblenz, Stadt",2013,50.8
07111,"Koblenz, Stadt",2014,52.8
07111,"Koblenz, Stadt",2015,53.9
07111,"Koblenz, Stadt",2016,54.2
07111,"Koblenz, Stadt",2017,58.1
07131,Ahrweiler,1998,0.9
07131,Ahrweiler,1999,2.4
07131,Ahrweiler,2000,4.6
07131,Ahrweiler,2001,7.6
07131,Ahrweiler,2002,10.3
07131,Ahrweiler,2003,12.6
07131,Ahrweiler,2004,16
07131,Ahrweiler,2005,18.3
07131,Ahrweiler,2006,19.5
07131,Ahrweiler,2007,20.3
07131,Ahrweiler,2008,21.1
07131,Ahrweiler,2009,20.7
07131,Ahrweiler,2010,21.2
07131,Ahrweiler,2011,20.5
07131,Ahrweiler,2012,21
07131,Ahrweiler,2013,21.5
07131,Ahrweiler,2014,22.3
07131,Ahrweiler,2015,22.6
07131,Ahrweiler,2016,22.1
07131,Ahrweiler,2017,22.6
07132,Altenkirchen (Westerwald),1998,0
07132,Altenkirchen (Westerwald),1999,0
07132,Altenkirchen (Westerwald),2000,0
07132,Altenkirchen (Westerwald),2001,0
07132,Altenkirchen (Westerwald),2002,0
07132,Altenkirchen (Westerwald),2003,0
07132,Altenkirchen (Westerwald),2004,0
07132,Altenkirchen (Westerwald),2005,0
07132,Altenkirchen (Westerwald),2006,0
07132,Altenkirchen (Westerwald),2007,0
07132,Altenkirchen (Westerwald),2008,0
07132,Altenkirchen (Westerwald),2009,0
07132,Altenkirchen (Westerwald),2010,0
07132,Altenkirchen (Westerwald),2011,0
07132,Altenkirchen (Westerwald),2012,0
07132,Altenkirchen (Westerwald),2013,0
07132,Altenkirchen (Westerwald),2014,0
07132,Altenkirchen (Westerwald),2015,0
07132,Altenkirchen (Westerwald),2016,0
07132,Altenkirchen (Westerwald),2017,0
07133,Bad Kreuznach,1998,0
07133,Bad Kreuznach,1999,0
07133,Bad Kreuznach,2000,0
07133,Bad Kreuznach,2001,0
07133,Bad Kreuznach,2002,0
07133,Bad Kreuznach,2003,0
07133,Bad Kreuznach,2004,0
